,Unnamed: 0,Unnamed: 0.1,job_id,dataset,model,reciprocal,job,job_type,split,epoch,avg_loss,avg_penalty,avg_cost,metric_name,metric,child_folder,child_job_id,train.batch_size,train.optimizer,train.optimizer_args.lr,train.lr_scheduler_args.patience,lookup_embedder.dim,lookup_embedder.initialize,lookup_embedder.initialize_args.normal_.std,lookup_embedder.initialize_args.uniform_.a,lookup_embedder.regularize,lookup_embedder.regularize_args.weighted,complex.entity_embedder.regularize_weight,complex.relation_embedder.regularize_weight,complex.entity_embedder.dropout,complex.relation_embedder.dropout,negative_sampling.num_negatives_s,negative_sampling.num_negatives_o
10,10,10,7641e10c,fb15k-237,complex,0,search,negative_sampling,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.3027964160963787,10,45de717b,256.0,Adagrad,0.0020437308547868,5.0,256.0,xavier_uniform_,0.0122276024549223,-0.518462323139552,lp,False,2.6634395400367664e-07,5.300046629730036e-18,-0.1503791967406869,-0.0349737973883748,[],[]
11,11,11,7641e10c,fb15k-237,complex,0,search,negative_sampling,valid,5,,,,mean_reciprocal_rank_filtered_with_test,0.0037868102731479,11,5fcbc83f,512.0,Adam,0.5814579799981263,7.0,512.0,xavier_normal_,0.0001271007066361,-0.279642054682495,lp,False,0.0038947235265209,6.792898864286891e-13,0.4151622671633959,0.2943911645561456,[],[]
12,12,12,7641e10c,fb15k-237,reciprocal_relations_model,1,search,negative_sampling,valid,55,,,,mean_reciprocal_rank_filtered_with_test,0.0094681617164666,12,44cef76a,256.0,Adagrad,0.0031596023330822,2.0,64.0,uniform_,0.0158804697059612,-0.7550862671504542,lp,True,6.512277897627163e-15,0.0043164259334919,-0.339427649974823,-0.1954531967639923,[],[]
13,13,13,7641e10c,fb15k-237,reciprocal_relations_model,1,search,negative_sampling,valid,15,,,,mean_reciprocal_rank_filtered_with_test,0.2695216430977331,13,bcbbab92,1024.0,Adagrad,0.0558673181822994,2.0,128.0,xavier_uniform_,0.0010594520389169,-0.6628816973570828,,True,1.290497499708458e-09,3.145758560415571e-10,-0.0908619230613112,0.0666356151923537,[],[]
14,14,14,7641e10c,fb15k-237,complex,0,search,negative_sampling,valid,310,,,,mean_reciprocal_rank_filtered_with_test,0.1844472188435628,14,2eed2c28,128.0,Adam,0.0003034174332604,9.0,16.0,uniform_,0.8648115663612783,-0.1852106794912368,lp,False,1.186208379230972e-16,5.00216350575201e-20,0.1716015292331576,-0.4076390443369746,[],[]
15,15,15,7641e10c,fb15k-237,complex,0,search,negative_sampling,valid,65,,,,mean_reciprocal_rank_filtered_with_test,0.2343622464891645,15,345534ab,1024.0,Adam,0.0011273566738463,5.0,64.0,uniform_,0.00528717934185,-0.9049698574362228,,True,3.7857345186345566e-10,1.0064326833321794e-11,-0.3554828315973282,-0.2627772791311145,[],[]
16,16,16,7641e10c,fb15k-237,reciprocal_relations_model,1,search,negative_sampling,valid,390,,,,mean_reciprocal_rank_filtered_with_test,0.2617778672565583,16,8dbbc8c8,128.0,Adagrad,0.0264927799235282,4.0,512.0,xavier_normal_,2.056330434212989e-05,-0.3807282889688946,lp,False,2.515908888805464e-17,0.0634286409054418,0.4049724210053682,0.2268275907263159,[],[]
17,17,17,7641e10c,fb15k-237,reciprocal_relations_model,1,search,negative_sampling,valid,385,,,,mean_reciprocal_rank_filtered_with_test,0.0578327893598962,17,3cdffc5f,512.0,Adagrad,0.0070917781846516,0.0,16.0,uniform_,0.1400639952599674,-0.0372453803218807,lp,False,0.0187835235203288,5.089007969864397e-09,0.1485942108556628,-0.0980138257145881,[],[]
18,18,18,7641e10c,fb15k-237,complex,0,search,negative_sampling,valid,100,,,,mean_reciprocal_rank_filtered_with_test,0.0982089462258518,18,20e91030,256.0,Adam,0.1668975756023834,10.0,128.0,xavier_uniform_,0.0003511242351794,-0.5598685815207474,lp,True,2.1700480319851363e-14,7.986546397767607e-19,-0.1041095769032836,0.3760289717465639,[],[]
19,19,19,7641e10c,fb15k-237,complex,0,search,negative_sampling,valid,55,,,,mean_reciprocal_rank_filtered_with_test,0.001575137340414,19,e46c365f,512.0,Adagrad,0.0005848873476956,1.0,256.0,normal_,0.3672924124280473,-0.2987858804916683,,True,8.477920302666041e-20,1.893165633487985e-14,0.3381614424288273,-0.1402948843315243,[],[]
20,20,20,7641e10c,fb15k-237,reciprocal_relations_model,1,search,negative_sampling,valid,145,,,,mean_reciprocal_rank_filtered_with_test,0.1236220360618049,20,64284411,256.0,Adam,0.083778880202247,8.0,16.0,xavier_uniform_,0.0017477365243993,-0.7916251769568771,lp,False,1.1235005476788285e-07,3.001317579669825e-05,-0.4149946216493845,0.3544672587886452,[],[]
21,21,21,7641e10c,fb15k-237,reciprocal_relations_model,1,search,negative_sampling,valid,5,,,,mean_reciprocal_rank_filtered_with_test,0.2195737292156757,21,385b372e,1024.0,Adam,0.0060933961016801,8.0,256.0,xavier_uniform_,0.036875306065342,-0.6341669812252838,lp,False,4.200843913440686e-12,1.2345774725253406e-07,-0.1703352043405175,-0.4754704032093286,[],[]
22,22,22,7641e10c,fb15k-237,complex,0,search,negative_sampling,valid,345,,,,mean_reciprocal_rank_filtered_with_test,0.2865907693541488,22,b24ea288,128.0,Adagrad,0.8715380423469897,3.0,32.0,xavier_normal_,7.903597759494243e-05,-0.1426408830242976,lp,True,9.703477832107508e-05,7.873511137707015e-17,0.0906943948939442,0.0036076270043849,[],[]
23,23,23,7641e10c,fb15k-237,complex,0,search,negative_sampling,valid,250,,,,mean_reciprocal_rank_filtered_with_test,0.1376124842948032,23,af46bea5,512.0,Adam,0.0690944576532507,4.0,32.0,xavier_uniform_,8.977679764146269e-05,-0.0831371348709798,lp,False,1.0418805090496696e-06,2.167105791819161e-05,-0.4841794557869434,-0.3442201390862465,[],[]
24,24,24,7641e10c,fb15k-237,reciprocal_relations_model,1,search,negative_sampling,valid,55,,,,mean_reciprocal_rank_filtered_with_test,0.0059599342052502,24,03ec6431,256.0,Adagrad,0.0004828373242881,6.0,256.0,uniform_,0.0225218869319963,-0.5766161001245211,,True,2.188922478378323e-18,3.5200620234155306e-15,0.2788013648241758,0.1300477851182222,[],[]
25,25,25,7641e10c,fb15k-237,reciprocal_relations_model,1,search,negative_sampling,valid,180,,,,mean_reciprocal_rank_filtered_with_test,0.2008394761815654,25,82b2c9e0,1024.0,Adagrad,0.3832748377992566,9.0,32.0,normal_,0.0015340502045796,-0.9819889249227756,lp,True,3.7933864156665695e-06,1.3878606115398018e-17,0.0272449469193816,-0.0089874072000384,[],[]
26,26,26,7641e10c,fb15k-237,complex,0,search,negative_sampling,valid,365,,,,mean_reciprocal_rank_filtered_with_test,0.3357428001140576,26,3c07a5f8,128.0,Adam,0.0026770927843193,0.0,128.0,xavier_normal_,0.5962171311403016,-0.4911029723425116,lp,False,4.584503473856248e-13,8.63299388616651e-08,-0.2278623385354876,0.4808502187952399,[],[]
27,27,27,7641e10c,fb15k-237,complex,0,search,negative_sampling,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.3225784201685914,27,1357aa45,1024.0,Adagrad,0.0364546557514616,9.0,128.0,uniform_,0.0004013716268694,-0.7444951231499761,lp,False,4.615476890356094e-16,0.0007660077140161,0.4624403044581413,-0.2214630339294672,[],[]
28,28,28,7641e10c,fb15k-237,reciprocal_relations_model,1,search,negative_sampling,valid,390,,,,mean_reciprocal_rank_filtered_with_test,0.2064340905243085,28,78483b32,128.0,Adam,0.001549792504738,2.0,16.0,xavier_uniform_,0.085967021675666,-0.2199190548985544,,True,4.941404426405037e-09,4.718096160600108e-13,-0.2922185119241476,0.2574127577245235,[],[]
29,29,29,7641e10c,fb15k-237,reciprocal_relations_model,1,search,negative_sampling,valid,80,,,,mean_reciprocal_rank_filtered_with_test,0.1997899847626176,29,9820097e,512.0,Adam,0.3342542346851078,3.0,512.0,uniform_,1.813813977710967e-05,-0.3152430621862039,lp,True,1.682696252126999e-15,3.625901481428493e-20,-0.0445684166625142,-0.3862913297489285,[],[]
30,30,30,7641e10c,fb15k-237,complex,0,search,negative_sampling,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.2624682554533789,30,fa52e05f,256.0,Adagrad,0.0142165850331522,7.0,64.0,normal_,0.0086370039411245,-0.8375312867685873,lp,False,0.0010335520421323,5.826349985884678e-11,0.2178418645635247,0.1082762042060494,[],[]
31,31,31,7641e10c,fb15k-237,complex,0,search,negative_sampling,valid,160,,,,mean_reciprocal_rank_filtered_with_test,0.1973803926744725,31,3b0f3969,1024.0,Adam,0.4820685060738576,2.0,256.0,uniform_,0.0750999766277127,-0.2095062797391507,lp,True,7.703438600386397e-16,1.113211484389586e-09,0.1267083371058106,0.1794818928465247,[],[]
32,32,32,7641e10c,fb15k-237,reciprocal_relations_model,1,search,negative_sampling,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.2216925663182563,32,8e3f64f6,128.0,Adagrad,0.003369772323864,9.0,32.0,normal_,0.0006558083465232,-0.701093175932467,,False,0.0006465765593612,1.7651169979914757e-19,-0.1123559968546032,-0.3306659562513232,[],[]
33,33,33,7641e10c,fb15k-237,reciprocal_relations_model,1,search,negative_sampling,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.3144962029066866,33,6ca858a8,512.0,Adagrad,0.0523941680074876,7.0,512.0,normal_,0.0098605263059573,-0.8575137750706542,lp,False,1.820724801199248e-16,2.099564966854596e-12,-0.3648278843611479,0.4672960210591554,[],[]
34,34,34,7641e10c,fb15k-237,complex,0,search,negative_sampling,valid,225,,,,mean_reciprocal_rank_filtered_with_test,0.2369859611134873,34,504ce681,256.0,Adam,0.0003657128342232,2.0,32.0,xavier_normal_,1.101000266578324e-05,-0.3647357534301653,lp,True,2.779978597411122e-09,0.0133877297334266,0.381987914443016,-0.0584215000271797,[],[]
35,35,35,7641e10c,fb15k-237,complex,0,search,negative_sampling,valid,325,,,,mean_reciprocal_rank_filtered_with_test,0.248545932688195,35,cfafc7f4,512.0,Adagrad,0.2494628086451762,6.0,64.0,uniform_,0.0164924419248681,-0.6189212881423812,lp,True,3.4123076950544536e-06,5.411561774337995e-07,-0.1796669093891978,0.302208230830729,[],[]
36,36,36,7641e10c,fb15k-237,reciprocal_relations_model,1,search,negative_sampling,valid,170,,,,mean_reciprocal_rank_filtered_with_test,0.2337130983568577,36,9e162299,256.0,Adam,0.0105994725752351,5.0,512.0,uniform_,0.0001764444196426,-0.0963593617682344,,False,1.4597385649275768e-13,3.411110385456247e-16,0.0676583936437964,-0.2032702313736081,[],[]
37,37,37,7641e10c,fb15k-237,reciprocal_relations_model,1,search,negative_sampling,valid,395,,,,mean_reciprocal_rank_filtered_with_test,0.2088631470318292,37,c0f55ec1,1024.0,Adam,0.0451281259814991,0.0,16.0,xavier_uniform_,0.8212417997279616,-0.4388046738218423,lp,False,8.075842559814348e-07,9.464446203923889e-14,0.3162240739911794,0.0900834165513515,[],[]
38,38,38,7641e10c,fb15k-237,complex,0,search,negative_sampling,valid,55,,,,mean_reciprocal_rank_filtered_with_test,0.0038525901426778,38,e3b70ef2,128.0,Adagrad,0.0019202315459919,10.0,128.0,uniform_,0.0007828606155264,-0.9631070402815006,lp,True,6.267821254387041e-19,0.0001485075781827,-0.4232276938855648,-0.4310868177562952,[],[]
39,39,39,7641e10c,fb15k-237,complex,0,search,negative_sampling,valid,5,,,,mean_reciprocal_rank_filtered_with_test,0.2035578396777873,39,abdf456f,512.0,Adam,0.0087869324362798,8.0,128.0,xavier_uniform_,0.0028651426142832,-0.7784824171575904,,False,3.7711152976576195e-12,4.118803443554408e-18,0.0023836093023419,0.2135175932198763,[],[]
40,40,40,2a6dfab3,fb15k-237,reciprocal_relations_model,1,search,negative_sampling,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.241604625570288,40,a0ca296a,256.0,Adagrad,0.2066072635193971,1.0,16.0,normal_,0.3196886401871867,-0.2561329177504871,lp,True,3.1667878296730626e-05,2.5373313844888768e-08,-0.2351169371977448,-0.3124555721879005,[],[]
41,41,41,2a6dfab3,fb15k-237,reciprocal_relations_model,1,search,negative_sampling,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.2178587300844739,41,15a7c29a,1024.0,Adagrad,0.0008405203038798,3.0,512.0,normal_,4.8067238092905694e-05,-0.1618464921552315,lp,True,6.835120999368883e-20,6.743387416839787e-06,-0.4905795622617006,0.4257072797045111,[],[]
42,42,42,2a6dfab3,fb15k-237,complex,0,search,negative_sampling,valid,195,,,,mean_reciprocal_rank_filtered_with_test,0.2249600130096949,42,fe65184f,128.0,Adam,0.0197722075902054,7.0,64.0,uniform_,0.0420039652122764,-0.6863617624143232,lp,False,3.1552504178516983e-08,1.0833934387458285e-15,0.2547945193946361,-0.0847038431093096,[],[]
43,43,43,2a6dfab3,fb15k-237,complex,0,search,negative_sampling,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.1851766054943684,43,1e65bb8c,1024.0,Adagrad,0.0046152653739054,4.0,64.0,uniform_,4.049351284198986e-05,-0.4242414126382954,,False,0.0084459082137609,1.274292547930675e-19,-0.050985693000257,0.3360302709043026,[],[]
44,44,44,2a6dfab3,fb15k-237,reciprocal_relations_model,1,search,negative_sampling,valid,140,,,,mean_reciprocal_rank_filtered_with_test,0.1951281031686626,44,937273f8,128.0,Adam,0.6608833718048103,6.0,256.0,normal_,0.003862805457663,-0.9150665672262293,lp,True,1.4140343972665476e-14,2.0701977182570363e-10,0.1938750771805644,-0.1848461721092462,[],[]
45,45,45,2a6dfab3,fb15k-237,reciprocal_relations_model,1,search,negative_sampling,valid,305,,,,mean_reciprocal_rank_filtered_with_test,0.2247244768275948,45,1f7f22d3,512.0,Adam,0.0007362265282048,10.0,16.0,xavier_uniform_,0.0001797896813547,-0.5107313241203688,lp,True,1.5287732022900815e-10,0.00236024335958,0.437619024887681,0.0481588998809456,[],[]
46,46,46,2a6dfab3,fb15k-237,complex,0,search,negative_sampling,valid,5,,,,mean_reciprocal_rank_filtered_with_test,0.2118499607927003,46,2eb0fe22,256.0,Adagrad,0.1053741931352778,1.0,256.0,xavier_normal_,0.1922123812098748,-0.0171910840421076,lp,False,1.4107645308515314e-17,1.467911551767788e-12,-0.2994902804493904,-0.4570334004238248,[],[]
47,47,47,2a6dfab3,fb15k-237,complex,0,search,negative_sampling,valid,35,,,,mean_reciprocal_rank_filtered_with_test,0.2886027609958654,47,5331b2b9,512.0,Adagrad,0.0300666897739283,3.0,256.0,normal_,0.0239133037169101,-0.7993275734831765,lp,True,6.914870190681815e-10,1.7379290079480886e-18,0.2354370830580592,-0.3676521452143788,[],[]
48,48,48,2a6dfab3,fb15k-237,reciprocal_relations_model,1,search,negative_sampling,valid,30,,,,mean_reciprocal_rank_filtered_with_test,0.2437681278068862,48,9ef009cc,256.0,Adam,0.001649202547158,7.0,64.0,uniform_,0.0001218167202878,-0.2909552235030103,lp,False,4.601934907246474e-17,2.7856136543895197e-09,-0.0035583516582846,0.1534797633066773,[],[]
49,49,49,2a6dfab3,fb15k-237,reciprocal_relations_model,1,search,negative_sampling,valid,215,,,,mean_reciprocal_rank_filtered_with_test,0.2170508731421086,49,df72ff60,1024.0,Adam,0.3140181243848808,9.0,256.0,xavier_normal_,0.5792592332639317,-0.1348483800773322,,False,0.0026414624678316,0.041479497611347,-0.2551147863268852,-0.0167886782437562,[],[]
