job_id,dataset,model,reciprocal,job,job_type,split,epoch,avg_loss,avg_penalty,avg_cost,metric_name,metric,child_folder,child_job_id,train.batch_size,train.optimizer,train.optimizer_args.lr,train.lr_scheduler_args.patience,lookup_embedder.dim,lookup_embedder.initialize,lookup_embedder.initialize_args.normal_.std,lookup_embedder.initialize_args.uniform_.a,lookup_embedder.regularize,lookup_embedder.regularize_args.weighted,transh.entity_embedder.regularize_weight,transh.relation_embedder.regularize_weight,transh.entity_embedder.dropout,transh.relation_embedder.dropout,transh.l_norm
7ad53e47,umls,reciprocal_relations_model,1,search,1vsAll,valid,30,,,,mean_reciprocal_rank_filtered_with_test,0.421318148,90,54b81999,256,Adam,0.330852511,1,64,normal_,0.000205409,-0.813751823,lp,FALSE,5.30E-08,0.000398312,0.39695646,-0.229779312,1
7ad53e47,umls,reciprocal_relations_model,1,search,1vsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.781258846,86,9348d19c,512,Adagrad,0.011889926,10,64,normal_,0.497501948,-0.194438003,,FALSE,0.001519952,1.52E-10,-0.451253527,0.168064611,1
7ad53e47,umls,transh,0,search,1vsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.110226286,89,40780d2f,256,Adam,0.058604906,0,128,uniform_,0.002864417,-0.697935039,lp,TRUE,1.05E-16,3.84E-15,0.179001635,-0.092472577,2
7ad53e47,umls,transh,1,search,1vsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.755126438,91,bb61cbac,1024,Adam,0.001424822,3,16,xavier_uniform_,0.056020999,-0.901673853,lp,TRUE,3.69E-09,2.51E-16,0.300782049,0.39915945,2
7ad53e47,umls,reciprocal_relations_model,0,search,1vsAll,valid,135,,,,mean_reciprocal_rank_filtered_with_test,0.827247854,92,12732eb1,128,Adagrad,0.405173404,6,256,xavier_normal_,9.63E-05,-0.397368586,lp,FALSE,3.36E-15,0.031659937,-0.075536345,-0.353596716,1
7ad53e47,umls,reciprocal_relations_model,0,search,1vsAll,valid,355,,,,mean_reciprocal_rank_filtered_with_test,0.809196332,88,2ad74c75,512,Adam,0.000318473,0,64,xavier_uniform_,0.001865474,-0.720178946,,TRUE,3.80E-09,0.005386038,-0.01763326,-0.498656148,2
7ad53e47,umls,transh,1,search,1vsAll,valid,100,,,,mean_reciprocal_rank_filtered_with_test,0.211697467,94,0c90f181,256,Adagrad,0.245759819,10,256,xavier_normal_,0.762262827,-0.23122339,lp,FALSE,5.82E-15,2.16E-17,0.35482466,0.261931288,1
7ad53e47,umls,transh,0,search,1vsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.716578618,93,4167f496,1024,Adagrad,0.002663526,7,32,normal_,0.000147304,-0.434810065,lp,FALSE,0.000449591,7.47E-14,0.226666065,-0.197493911,1
7ad53e47,umls,reciprocal_relations_model,1,search,1vsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.753767142,95,6fca477e,128,Adam,0.035608873,4,512,uniform_,0.036508819,-0.922407125,lp,TRUE,5.10E-17,5.87E-09,-0.391855088,0.055251469,2
7ad53e47,umls,reciprocal_relations_model,0,search,1vsAll,valid,215,,,,mean_reciprocal_rank_filtered_with_test,0.809388798,96,1f0bbbca,1024,Adagrad,0.002246447,5,256,uniform_,1.26E-05,-0.053553592,,TRUE,1.90E-11,7.02E-06,0.446460058,-0.12476234,2
